id,name,gender,born,died,species,height,weight,hair_color,eye_color,skin_color,blood_status,marital_status,nationality,animagus,boggart,house,patronus,alias_names,jobs,titles,family_members,romances,wands,image,wiki
63dd8844-e7ea-4300-9930-eb626c6984cc,Constance Pickering' sister,Female,,,Human,,,,,,Half-blood,,British,,,,,,,,"['Mother', 'Older brother', 'Constance Pickering (sister)', 'Brother', 'Grandmother', 'Matthias Pickering (grandfather)', 'Grandfather', 'Pickering family']",,,,https://harrypotter.fandom.com/wiki/Constance_Pickering's_sister
e26a7443-d573-4c1b-a985-c70a42caabd1,Zakir Akram,Male,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Gryffindor,,,,,,,,,https://harrypotter.fandom.com/wiki/Zakir_Akram
7c27a5f3-7b12-4908-9533-4092f63fa18d,Hetty Bayliss,Female,,,Human,,,,,,Muggle,,British,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Hetty_Bayliss
431db000-8a7a-483c-9bd1-ba9cf2ccf506,Council of Magical Law clerk,Male,Before 1970,,Human,,,White,,Light,,,British,,,,,,['Clerk for the Council of Magical Law'],,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e2/Council_of_Magical_Law_clerk.jpg,https://harrypotter.fandom.com/wiki/Unidentified_Council_of_Magical_Law_clerk
ae100b6f-c229-4a32-a70b-187cd1a368b4,Avery Hawksworth,Male,,,Human,,,Black,Brown,Dark,,,English,,,,,,['Chaser and Captain of the English National Quidditch team'],"['Captain', 'Chaser']",,,,https://static.wikia.nocookie.net/harrypotter/images/c/c2/Avery_Hawksworth.png,https://harrypotter.fandom.com/wiki/Avery_Hawksworth
0eedd3c0-98fe-463e-ba25-f2ee7bb2fdbe,Isobel McGonagall (née Ross),Female,"Pre 1918, Scotland",,Human,,,,,,Pure-blood or half-blood,Married,Scottish,,,,,,,['Quidditch Captain'],"['Minerva (grandmother)', 'Mr Ross (father)', 'Mrs Ross (mother)', 'Robert McGonagall (husband)', 'Minerva McGonagall (daughter)', 'Malcolm McGonagall (son)', 'Robert McGonagall Jnr (son)', 'Mr McGonagall (father-in-law)', 'Mrs McGonagall (mother-in-law)', 'Elphinstone Urquart (son-in-law) †', 'More than one grandchild']",,['Unknown'],,https://harrypotter.fandom.com/wiki/Isobel_Ross
f34cc8c6-8fe8-4ec9-9e2c-eba2fe97cde7,Unidentified female Death Eater,Female,,,Human,,,White,,Pale,Pure-blood or Half-blood,,,,,Slytherin (possibly),None,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/d/d3/Female_deatheater.png,https://harrypotter.fandom.com/wiki/Unidentified_female_Death_Eater_at_Malfoy_Manor_(II)
c86ab1e2-2e1b-49c4-a4e0-707942b62c0a,Molly Weasley (née Prewett),Female,"30 October, 1949 or 1950, England, Great Britain",,Human,5' 3.5',113 lbs,Red,Hazel,Fair,Pure-blood,Married,English,,Corpses of her family and Harry Potter,Gryffindor,Non-corporeal,['Mollywobbles (by Arthur Weasley)'],,,"['Father †', 'Mother †', 'Gideon Prewett (brother) †', 'Fabian Prewett (brother) †', 'Bilius (brother or brother-in-law) †', 'Arthur Weasley (husband)', 'William Weasley (son)', 'Charles Weasley (son)', 'Percy Weasley (son)', 'Fred Weasley (son) †', 'George Weasley (son)', 'Ronald Weasley (son)', 'Ginevra Potter (née Weasley) (daughter)', 'Septimus Weasley (father-in-law) †', 'Cedrella Weasley (née Black) (mother-in-law) †', 'Two brothers-in-law', 'Fleur Weasley (née Delacour) (daughter-in-law)', 'Audrey Weasley (daughter-in-law)', 'Angelina Weasley (née Johnson) (daughter-in-law)', 'Hermione Granger (daughter-in-law)', 'Harry Potter (son-in-law)', 'Victoire Weasley (granddaughter)', 'Dominique Weasley (granddaughter)', 'Louis Weasley (grandson)', 'Molly Weasley II (granddaughter)', 'Lucy Weasley (granddaughter)', 'Fred Weasley II (grandson)', 'Roxanne Weasley (granddaughter)', 'Rose Granger-Weasley (granddaughter)', 'Hugo Granger-Weasley (grandson)', 'James Potter II (grandson)', 'Albus Potter (grandson)', 'Lily L. Potter (granddaughter)', 'Ignatius Prewett (uncle)', 'Lucretia Prewett (née Black) (aunt by marriage) †', 'Nephew', 'Tessie (possible aunt)', 'Muriel (great-aunt)', 'Second cousin', 'Possible great-grandmother', 'Prewett family', 'Weasley family', 'Granger-Weasley family', 'Potter family']",['Arthur Weasley (husband)'],"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/3/3c/Molly_Weasley_Deathly_Hallows.jpg,https://harrypotter.fandom.com/wiki/Molly_Weasley
ce8a4cc8-e79f-4fcc-8589-d6f95512edcb,Goshawk sisters,,,,,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Goshawk_sisters
b5f91360-d58c-4744-9208-b652dd71fa9d,Panju Weasley,Male,Mid-2000s,,Human,,,,,,Half-blood or Pure-blood,,British or Irish,,,,,,,,"['Ron Weasley (father)', 'Padma Patil (mother)', 'Parvati Patil (maternal aunt)', 'James Potter (cousin)', 'Albus Potter (cousin)', 'Lily Potter (cousin)', 'Weasley family (paternal relatives)']",,,,https://harrypotter.fandom.com/wiki/Panju_Weasley
a6964ddc-a56d-4c4a-b161-eb972dcbc16d,Mr Finnigan,Male,,,Human,,,,,,Muggle,,Irish,,,,,,,,"['Mrs Finnigan (wife)', 'Seamus Finnigan (son)', 'Fergus (nephew)']",,,,https://harrypotter.fandom.com/wiki/Seamus_Finnigan's_father
031f884e-342a-45c0-a34d-e356c320a329,Defence Against the Dark Arts Professor,Male,,,Human,,,,,,,,British or Irish,,,,,,['Professor of Defence Against the Dark Arts (1985–1986)'],['Professor'],,,,,https://harrypotter.fandom.com/wiki/Unidentified_1985–1986_Defence_Against_the_Dark_Arts_professor
90057692-5884-4b0f-abe5-e8bb16aa7f23,Unidentfied man killed by an explosion in the Viaduct Courtyard,Male,,"2 May, 1998, Hogwarts Castle, Scotland, Great Britain",Human,,,Black,,Pale,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/6/60/HPDH2-1781.jpg,https://harrypotter.fandom.com/wiki/Unidentified_man_killed_in_the_courtyard_explosion
ae32589f-7bb8-42b2-b876-4c7a59fd9e60,Unidentified Petrified boy (II),Male,Between 1 September 1971 and 31 August 1978,,Human,,,,,,,,British or Irish,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c2/Unidentified_petrified_boy_from_Harry_Potter_Hogwarts_Mystery.png,https://harrypotter.fandom.com/wiki/Unidentified_Petrified_boy_(II)
a71ab832-eeab-4cad-bc1a-80a2c918ac9e,Ghoul in the Muggle Studies Classroom,,Before 1993,,Ghoul,,,Brown,Yellow,Brown,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e3/NevilleandtheGhoul.jpg,https://harrypotter.fandom.com/wiki/Ghoul_in_the_Muggle_Studies_Classroom
b4440cec-14e9-4879-b933-bf3926ad3508,Barnabas Cuffe,Male,"between 1914 and 1970,",,Human,,,,,,,,British or Irish,,,,,,['Editor-in-chief of the Daily Prophet'],,,,,https://static.wikia.nocookie.net/harrypotter/images/2/27/BarnabusCuffe.jpg,https://harrypotter.fandom.com/wiki/Barnabas_Cuffe
a0e1d8d7-3939-464b-810c-7f02baa4bc1d,Petrova Porskoff,Female,,,Human,,,,,,,,Russian,,,,,,['Chaser'],['Chaser'],,,,,https://harrypotter.fandom.com/wiki/Petrova_Porskoff
65165303-74bc-40d7-87f4-bb0222f3949a,Luca Caruso,Male,,,Human,,,,,,Muggle,,,,,,,,['Musician'],,,,,,https://harrypotter.fandom.com/wiki/Luca_Caruso_(Muggle)
dbc75d5a-7744-429e-b46e-bec09a50d6c1,Unidentified student,Male,On or before 2 May 1981 (possibly),,Human,,,Black,,Light,Pure-blood or Half-blood,,British or Irish,,,Ravenclaw,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/0/03/Unidentified_Ravenclaw_member_of_Dumbledore%27s_Army%28II%29.png,https://harrypotter.fandom.com/wiki/Unidentified_Ravenclaw_member_of_Dumbledore's_Army_(II)
44f35331-4091-4565-b619-3f1866aeceb2,Unidentified male Egyptian in the Weasleys' photograph,Male,,,Human,,,Black,,Light,,,Egyptian,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/4/4f/Egyptian_man_I.jpg,https://harrypotter.fandom.com/wiki/Unidentified_male_Egyptian_in_the_Weasleys'_photograph_(I)
36c4e4b0-e83b-4573-804d-d5f3ac618311,Mordicus Egg,Male,Before 1963,,Human,,,Brown,Dark,White,,,British or Irish,,,,,,"['Muggle expert', 'Author', 'Professor at Hogwarts School of Witchcraft and Wizardry', 'Headmaster at Hogwarts School of Witchcraft and Wizardry']",['Professor'],,,,https://static.wikia.nocookie.net/harrypotter/images/b/b9/MordicusEggOlder.jpg,https://harrypotter.fandom.com/wiki/Mordicus_Egg
0515e9af-7723-4d2c-a237-bba9f157fc44,Yaxley,Male,,,Human,,,,,,Pure-blood,Married,British,,,,,,,,"['Wife', 'Lysandra Yaxley (possible relative)', 'Corban Yaxley (possible relative)', 'Yaxley family']",['Wife'],,https://static.wikia.nocookie.net/harrypotter/images/c/c0/Yaxley_%281920s%29.png,https://harrypotter.fandom.com/wiki/Yaxley_(1920s)
d863ec04-7b03-4ef4-aeea-1c6f34c11717,Belvina Burke (née Black),Female,1886,1962 (aged 75 - 76),Human,,,,,White,Pure-blood,Married,,,,Slytherin (possibly),,,,,"['Phineas Nigellus Black (father) †', 'Ursula Flint (mother)', 'Sirius Black II (older brother) †', 'Phineas Black (older brother) †', 'Arcturus Black II (older brother) †', 'Cygnus Black II (younger brother)', 'Herbert Burke (husband)', 'Two sons', 'One daughter', 'Caractacus Burke (possible father-in-law) †', 'Hesper Black (sister-in-law)', 'Lysandra Black (sister-in-law)', 'Violetta Black (sister-in-law)', 'Arcturus Black III (nephew)', 'Lycoris Black (nephew)', 'Regulus Black I (nephew)', 'Pollux Black (nephew)', 'Cassiopeia Black (nephew)', 'Callidora Black (niece)', 'Cedrella Weasley (niece)', 'Charis Crouch (niece)', 'Marius Black (nephew)', 'Dorea Potter (niece)', 'Sirius Black I (paternal uncle) †', 'Elladora Black (paternal aunt) †', 'Iola Black (paternal aunt)', 'Bob Hitchens (paternal uncle by marriage)', 'Elizabeth Burke (possibly) †', 'House of Black', 'Flint family (maternal family)', 'Burke family']",['Herbert Burke (husband)'],,https://static.wikia.nocookie.net/harrypotter/images/0/0b/Belvina_Black_3.jpg,https://harrypotter.fandom.com/wiki/Belvina_Black
b2e137e3-822c-43d3-bed8-3feeb50f9d8a,Jack Jodieman,Male,,,Human,,,,,,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/6/63/JackJodieman.jpg,https://harrypotter.fandom.com/wiki/Jack_Jodieman
5ec54010-e00e-44f5-913d-58d7480fe62f,H. Pollingtonious,,,,Human,,,,,,,,,,,,,,"['Healer', 'Author']",,,,,,https://harrypotter.fandom.com/wiki/H._Pollingtonious
b702b9f6-11fa-45fa-ae41-4030bd4b648f,Lucinda Thomsonicle-Pocus,Female,Before 1974,,Human,,,,,,,,British or Irish,,,,,,['Chief Attendant of Witchcraft Provisions'],,,,,,https://harrypotter.fandom.com/wiki/Lucinda_Thomsonicle-Pocus
875c8e9b-299d-4770-9be0-14d8cf6bdb6c,Maxine O'Flaherty,Female,31 August 1982 or earlier,,Human,,,Black,Green,White,,,British or Irish,,,Hufflepuff,,,,['Beater'],"[""Ortiz O'Flaherty (possible relative)""]",,,https://static.wikia.nocookie.net/harrypotter/images/6/64/Maxine_O%27Flaherty.png,https://harrypotter.fandom.com/wiki/Maxine_O'Flaherty
6daa45ca-baed-4d25-bf24-b995085905e9,Duncan Ashe,Male,1955 - 1965,1970s - 1980s,"Human (formerly), Ghost",,,,,Pale,,,British or Irish,,,Slytherin,,,,,['Ashe family'],,,https://static.wikia.nocookie.net/harrypotter/images/5/52/Duncan_Ashe.jpg,https://harrypotter.fandom.com/wiki/Duncan_Ashe
8f4dff51-cdda-4755-aa1f-11ae533c5fc6,Mrs Gibson,Female,,,Human,,,,,,No-Maj,Married,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Gibson
f841833a-c8a4-4074-b580-b870a9090708,Marlene McKinnon,Female,,"July, 1981",Human,,,,,,,,,,,,,,,,['McKinnon family'],,,https://static.wikia.nocookie.net/harrypotter/images/6/60/Marlene_McKinnon_PM.png,https://harrypotter.fandom.com/wiki/Marlene_McKinnon
84c8190d-4254-4ff9-8805-54e48947c738,Gryffindor student,Female,Between 1 September 1979 and 31 August 1980,,Human,,,Red,Blue,White,,,British or Irish,,"A rat, A rattlesnake, A bloody eyeball",Gryffindor,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e6/Ginger_witch.png,https://harrypotter.fandom.com/wiki/Unidentified_red-haired_Gryffindor_girl
e8488ef9-a340-4264-9f3e-fb34251d4113,Mr Khanna,Male,,,Human,,,,,,,Married,British or Irish (possibly),,,,,,['Farmer'],,"['brother or brother-in-law ', 'Mrs Khanna (wife)', 'Rowan Khanna (child)', 'Son']",,,,https://harrypotter.fandom.com/wiki/Rowan_Khanna's_father
b8760375-171a-4e7a-b191-9c5b945fec1f,Unidentified Hufflepuff boy,Male,on or before 31 August 1984,,Human,,,,,,,,British or Irish,,,Hufflepuff,,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_Hufflepuff_boy_(II)
c75ceca1-e532-44be-aa0d-00956cfd7557,M. Ralphous,,,,Human,,,,,,,,American,,,,,,['Reporter for The New York Ghost'],,,,,,https://harrypotter.fandom.com/wiki/M._Ralphous
272880f9-c2e7-4417-8a00-2b56499f1e40,Grim Marshall Fawley,Male,Between 1 September 1984 and 31 August 1985,,Human,,,Brown,Brown,Light,Pure-blood or half-blood (most likely),Married,British or Irish,,,Hufflepuff,,['Barghest (possibly)'],"['Research assistant in the Department of Magical Law Enforcement (formerly)', 'Unspeakable']",,"['Lucretia Fawley (mother) †', 'Marshall Fawley (father) †', 'Penelope Fawley (wife)', 'Addison Fawley (son)', 'Melody Fawley (daughter)', 'Mother-in-law', 'Father-in-law', 'Fawley family', 'Padgett family (in-laws)']",,,https://static.wikia.nocookie.net/harrypotter/images/9/94/Grim_Fawley_WU.png,https://harrypotter.fandom.com/wiki/Grim_Fawley
8d2a9c03-2ab1-40b3-98e4-3111e6886d24,Fairs Spavin's centaur assailant,Male,,,Centaur,,,,,,,,British,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Faris_Spavin's_centaur_assailant
ab726174-047a-46c8-ac1f-0ed46a5cb6da,Laurence Wakefield,Male,,,Human,,,,,,Muggle,,,,,,,,['Documentary filmmaker'],,,,,,https://harrypotter.fandom.com/wiki/Laurence_Wakefield
6bb5d5d0-7ecd-4411-b320-301e8341015c,Badeea Ali's mother,Female,Before 1973,,Human,,,,,,Muggle,,,,,,,,['Engineer'],,['Badeea Ali (daughter)'],,,,https://harrypotter.fandom.com/wiki/Badeea_Ali's_mother
d3656cb8-0290-4962-a996-354db5ec63a5,Big Bean Shack spokeswoman,Female,,,Human,,,Brown,,White,Muggle,,British,,,,,,['Big Bean Shack spokeswoman'],,,,,https://static.wikia.nocookie.net/harrypotter/images/f/ff/Big_Bean_Shack_spokeswoman.jpg,https://harrypotter.fandom.com/wiki/Unidentified_Big_Bean_Shack_spokeswoman
cb5554a2-5cc7-460c-bbac-fee70cfe4098,Laurena Kama,Female,Before 1867,"Between September 1896 and late April, 1897, Lestrange Manor",Human,,,,,,Pure-blood,Married,French,,,,,,,,"['Mustafa Kama (first husband) †', 'Corvus Lestrange (second husband, unwillingly) †', 'Yusuf Kama (son)', 'Leta Lestrange (daughter) †', 'Corvus Lestrange (father-in-law)', 'Eglantine Lestrange (mother-in-law)', 'Kama family', 'Lestrange family']",,,https://static.wikia.nocookie.net/harrypotter/images/6/62/LaurenaKama-0.jpg,https://harrypotter.fandom.com/wiki/Laurena_Kama
1d8f91b7-7a15-4ca9-82ea-2989568097d3,Brother Boniface,Male,Middle Ages,,Human,,,,,,Muggle,,,,,,,,['Franciscan Monk'],,,,,,https://harrypotter.fandom.com/wiki/Boniface
a1712824-6b6b-428b-9e66-94e12d83fc84,James Tuckett,Male,between 1 September 1984 and 31 August 1985,,Human,,,,,,,,British or Irish,,,Hufflepuff,,,,,['James Tuckett (I) (possibly)'],,,,https://harrypotter.fandom.com/wiki/James_Tuckett_(II)
06b51634-ee5b-428e-bd9c-222195cec7c2,Irving Cram,Male,31 August 1985 or earlier,,Human,,,,,,,,British or Irish,,,Slytherin,,,,,['Irving Cram (I) (possibly)'],,,https://static.wikia.nocookie.net/harrypotter/images/a/a0/Irving_Cram.jpg,https://harrypotter.fandom.com/wiki/Irving_Cram_(II)
40b2f307-edc1-48be-b538-d7974478ddce,Grace Nutley,Female,"31 August 1982 or earlier,",,Human,,,,,,,,British or Irish,,,Hufflepuff,,,,,,,,,https://harrypotter.fandom.com/wiki/Grace_Nutley
12dbe462-5e9c-4182-8d89-5c4696bcf404,Hilary Erskine,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Hilary_Erskine
12fc3ca6-fe18-40be-afcc-16b9778210cd,Unidentified dragonologist,Female,,,Human (Werewolf),,,Black,Dark,Light,,,,,,,,,['Dragonologist'],,,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/5/5f/Unidentified_Dragonologist_HM.png,https://harrypotter.fandom.com/wiki/Unidentified_dragonologist
9743397c-c752-4141-93e8-a859221d818b,Unidentified Aurors stationed at the Great Hall,Males,,,Humans,,,Dark,,,,,British,,,,,,['Aurors'],,,,,https://static.wikia.nocookie.net/harrypotter/images/1/10/Aurors_GreatHall.jpg,https://harrypotter.fandom.com/wiki/Unidentified_Aurors_stationed_at_the_Great_Hall
fea05f5f-1797-45a6-a80c-76f62a93b6ed,Guillory,Male,,,Human,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Guillory
4cc49034-a7a5-4666-9c1e-61bec686c04f,Nicholas de Mimsy-Porpington's executioner,Male,,,"Human (formerly), Ghost",,,,,Pale,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/6/61/NickExecutioner.png,https://harrypotter.fandom.com/wiki/Ghost_who_played_Sir_Nicholas_de_Mimsy-Porpington's_executioner
c78d8326-8993-43cb-a9b2-53d9bc346ae5,Unidentified plump little witch examiner,Female,,,Human,'Little',,,,,,,British,,,,,,['Examiner for the Wizarding Examinations Authority'],,,,,,https://harrypotter.fandom.com/wiki/Unidentified_plump_little_witch_examiner
c0804a44-3df7-420d-a321-77fc2444585f,Unidentified Hogwarts employee,Male,,,Human,,,Dark,,Light,,,British or Irish,,,,,,['Hogwarts School of Witchcraft and Wizardry employee'],,,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/c/c4/Unidentified_person_2.png,https://harrypotter.fandom.com/wiki/Unidentified_19th-century_Hogwarts_employee
b3e71d60-6b31-4d06-a5ba-2d8d8a433bb9,Archer Evermonde,Male,Before 1895,,Human,,,,,,Pure-blood or half-blood,,British,,,,,,['British Minister for Magic (1912-1923)'],['Minister for Magic'],,,,,https://harrypotter.fandom.com/wiki/Archer_Evermonde
fd50c38d-e313-4d6a-99db-a5d60f6736c3,Filemina Alchin,Female,Between 1681 and 1685,,Human,,,,,,,,British or Irish,,,Gryffindor,,,,['Captain'],,,,https://static.wikia.nocookie.net/harrypotter/images/a/a2/Gryffindor_Quidditch_Captains_Plaque.jpg,https://harrypotter.fandom.com/wiki/Filemina_Alchin
23043208-6510-4682-893d-d407a48a0cca,Unidentified Head Boy,Male,Between 1 September 1968 and 31 August 1969,,Human,,,,,,,,British or Irish,,,,,,,,,['Unidentified Head Girl'],,,https://harrypotter.fandom.com/wiki/Unidentified_Head_Boy
1f82c766-4a98-4813-bf7e-8ccfe4db8f5c,Herbert Beery,Male,No later than between 1948 and 1954,,Human,,,,,,,,British or Irish,,,,,,"['Professor of Herbology (? - before 1965-1971)', 'Professor at the Wizarding Academy of Dramatic Arts (before 1965-1971 - ?)']",['Professor'],,,,,https://harrypotter.fandom.com/wiki/Herbert_Beery
2221bc5d-9538-4a83-b083-537f096fd6bb,Bruno Schmidt,Male,"Before 1985, Germany",,Human,,,Brown,,Light,Pure-blood or half-blood,,German,,,,,,,,"['Father', 'Schmidt family']",,,https://static.wikia.nocookie.net/harrypotter/images/0/0e/Bruno_Schmidt_defeats_an_Erkling.png,https://harrypotter.fandom.com/wiki/Bruno_Schmidt
f813c9dd-a849-490f-95f3-823515f744c2,Phillip Montgomery,Male,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,"['Mrs Montgomery (possibly)', 'Montgomery sisters (possibly)', 'Montgomery (possibly)', 'Montgomery family']",,,,https://harrypotter.fandom.com/wiki/Phillip_Montgomery
a475cc42-b5f8-4861-adcc-f4698e4adbe8,Nick Clegg,Male,,,Human,,,,,,,,British,,,,,,['Home affairs spokesman for the Liberal Party'],,,,,,https://harrypotter.fandom.com/wiki/Nick_Clegg
39686cad-0d5d-4f9b-8eb9-0a974438dc30,Melinda Bobbin,Female,Between  1 September 1978 and 31 August 1985 (most likely) ,,Human,,,,,,Pure-blood or Half-blood (likely),,British or Irish,,,,,,,,['Bobbin family'],,,,https://harrypotter.fandom.com/wiki/Melinda_Bobbin
9f745ea9-1e52-4027-991c-48a2ac01a7d7,Pierre Bonaccord,Male,,,Human,,,,,,,,French,,,,,,['Supreme Mugwump of the International Confederation of Wizards'],['Supreme Mugwump'],,,,,https://harrypotter.fandom.com/wiki/Pierre_Bonaccord
98779982-61cb-457c-a6fe-412bc6b25422,Julia Dehoff,Female,,,Human,,,,,,Muggle,,,,,,,,['Fashion designer'],,['Dehoff family'],,,,https://harrypotter.fandom.com/wiki/Julia_Dehoff_(Muggle)
84605fad-8a99-4889-a07c-ff4fa894e3f5,Rawya Zaghloul,Female,"Before 1985, Egypt",,Human,,,,,,,,Egyptian,,,,,,['Seeker for the Egyptian National Quidditch team'],['Seeker'],,,,,https://harrypotter.fandom.com/wiki/Rawya_Zaghloul
6af72b87-2f0a-47d7-82d0-df81f0c37196,Unidentified Chinese Fireball youngling,,1994,,Dragon (Chinese Fireball),,,,Black,Red,,,,,,,,,,,['Mother'],,,https://static.wikia.nocookie.net/harrypotter/images/e/e6/Chinese_Fireball_offspring_LEGOY1.png,https://harrypotter.fandom.com/wiki/Unidentified_female_Chinese_Fireball's_offspring
b82ef309-ac44-458c-82e2-ca92867206fe,Malcolm Preece,Male,31 August 1982 or earlier,,Human,,,Brown,Blue,Light,,,British or Irish,,,Hufflepuff,,,,['Chaser'],,,,https://static.wikia.nocookie.net/harrypotter/images/9/92/Malcolm_Preece.png,https://harrypotter.fandom.com/wiki/Malcolm_Preece
b29954d3-413d-4cdb-a035-37b5468e0435,Patrick,Male,Before September 1927,,Augurey,,,,Blue,,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/7/7c/Augurey.jpg,https://harrypotter.fandom.com/wiki/Patrick
93c8eff7-bdc9-4f10-881e-59a0edd70375,Runcorn,Female,Between 1 September 1979 and 31 August 1980,,Human,,,,,,"Pure-blood, Half-blood or Muggle-born",,British or Irish,,,"Gryffindor, Hufflepuff, or Slytherin",,,,,"['Albert Runcorn (possible relative)', 'Runcorn family']",,,,https://harrypotter.fandom.com/wiki/Runcorn
8853ef24-cebe-4917-bf4d-bc3bf72943c2,Lima Carneiro,,Before 1926,,Human,,,,,,Muggle,,,,,,,,['Perfumer'],,,,,,https://harrypotter.fandom.com/wiki/Lima_Carneiro
5fae2949-2685-4e1b-b98d-81965a47b589,Male nurses at St Oswald's Home for Old Witches and Wizards,Male,,,Humans,,,,,,,,British,,,,,,"[""Nurses at St Oswald's Home for Old Witches and Wizards""]",,,,,,https://harrypotter.fandom.com/wiki/Male_nurses_at_St_Oswald's_Home_for_Old_Witches_and_Wizards
f441c2ae-765c-488a-a0f3-72b8516df63b,Quirinus Quirrell,Male,"26 September, 1967 or earlier","4 June 1992, Underground Chambers, Hogwarts Castle, Highlands, Scotland",Human,,,,,Pale,Half-blood,Single,British or Irish,,Lord Voldemort,Ravenclaw,Non-corporeal,,"['Professor of Muggle Studies at Hogwarts School of Witchcraft and Wizardry (?-1990)', 'Professor of Defence Against the Dark Arts at Hogwarts School of Witchcraft and Wizardry (1991-1992)']",['Professor'],,,"[""9', Alder, unicorn hair, bendy""]",https://static.wikia.nocookie.net/harrypotter/images/d/d2/Quirinus_Quirrell_PS_promo.jpg,https://harrypotter.fandom.com/wiki/Quirinus_Quirrell
f391d963-feb2-4f65-ba54-bad12f060cc4,Faris Spavin,Male,1755 - 1756,,Human,,,,,,Pure-blood or half-blood,,,,,,,['Spout-Hole'],['Minister for Magic (1865 - 1903)'],['Minister'],,,,,https://harrypotter.fandom.com/wiki/Faris_Spavin
69700a4a-f491-4eb0-a036-47568fa4984b,Victoria,Female,"24 May, 1819","22 January, 1901",Human,,,,,,Muggle,,,,,,,,['Queen of the United Kingdom of Great Britain and Ireland'],['Queen'],"['William I (ancestor)', 'Henry VII (ancestor)', 'George III (grandfather)', 'Elizabeth II (descendant)']",,,https://static.wikia.nocookie.net/harrypotter/images/3/3e/QueenVictoriaPortrait.jpg,https://harrypotter.fandom.com/wiki/Victoria
11548e72-9195-4fd5-8574-9857c45272b7,Unidentified Seeker,Male,Between 1 September 1969 and 31 August 1973 (most likely),,Human,,,Brown,,Dark,,,British or Irish,,,Ravenclaw or Slytherin,,,,['Seeker'],,,,https://static.wikia.nocookie.net/harrypotter/images/4/43/HM_Unidentified_Seeker_%28II%29.png,https://harrypotter.fandom.com/wiki/Unidentified_Seeker_(II)
041d7b98-5b56-40b1-8792-11bdc20972a9,Lydia Cooden,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Gryffindor,,,,,,,,,https://harrypotter.fandom.com/wiki/Lydia_Cooden
ea480eac-9eb1-47ad-8f73-cdde21001777,Eekins,,1970s,,Human,,,,,,,,British or Irish,,,"Hufflepuff, Ravenclaw or Slytherin",,,,['Chaser'],,,,,https://harrypotter.fandom.com/wiki/Eekins
c6469190-8be0-4637-88fe-7a3ba74b5db3,Gareth Greengrass's brother,Male,,,Human,,,,,,Pure-blood or half-blood (most likely),,,,,,None,,,,"['Gareth Greengrass † (brother)', 'Aquila Greengrass † (sister-in-law)', 'Cereus Greengrass (niece)', 'Daphne Greengrass (relative)', 'Astoria Malfoy (relative)', 'Scorpius Malfoy (relative)', 'Unidentified ancestor (possible relative)', 'Greengrass family']",,,,https://harrypotter.fandom.com/wiki/Gareth_Greengrass's_brother
818aa30e-46ed-4469-9bfb-81ff98275e51,Rabastan Lestrange,Male,Pre 1964,,Human,,,,,,Pure-blood,,,,,Slytherin,None,,,,"['Lestrange Snr (possible father)', 'Rodolphus Lestrange (brother)', 'Bellatrix Lestrange (sister-in-law) †', 'Radolphus Lestrange (ancestor)', 'F. Lestrange (ancestor)', 'R. Lestrange (ancestor)', 'Lestrange family']",,,https://static.wikia.nocookie.net/harrypotter/images/0/0b/Rabastan_Lestrange.png,https://harrypotter.fandom.com/wiki/Rabastan_Lestrange
a3980990-e01a-4aeb-9c45-6b061d39f0ea,Unidentified 1992–1993 Music teacher,Male,,,Human,,,,,,,,British or Irish,,,,,,['Music professor at Hogwarts School of Witchcraft and Wizardry'],['Professor'],,,,,https://harrypotter.fandom.com/wiki/Unidentified_1992–1993_Music_teacher
